Date,Winning Numbers
5/27/2018,11  16
5/27/2018,5  35
5/27/2018,34  29
5/27/2018,13  9
5/26/2018,35  16
5/26/2018,18  3
5/26/2018,31  28
5/26/2018,8  11
5/26/2018,33  18
5/25/2018,35  2
5/25/2018,33  22
5/25/2018,16  11
5/25/2018,16  23
5/25/2018,34  30
5/24/2018,20  11
5/24/2018,16  10
5/24/2018,2  8
5/24/2018,21  35
5/24/2018,34  32
5/23/2018,33  33
5/23/2018,8  33
5/23/2018,20  33
5/23/2018,29  21
5/23/2018,24  7
5/22/2018,20  8
5/22/2018,9  28
5/22/2018,7  5
5/22/2018,20  8
5/22/2018,16  13
5/21/2018,35  1
5/21/2018,21  26
5/21/2018,32  8
5/21/2018,21  14
5/21/2018,2  2
5/20/2018,18  16
5/20/2018,26  21
5/20/2018,10  25
5/20/2018,35  20
5/20/2018,8  9
5/19/2018,15  4
5/19/2018,4  13
5/19/2018,5  15
5/19/2018,29  33
5/19/2018,12  11
5/18/2018,10  27
5/18/2018,28  16
5/18/2018,9  14
5/18/2018,28  13
5/18/2018,27  14
5/17/2018,6  22
5/17/2018,18  6
5/17/2018,15  28
5/17/2018,35  33
5/17/2018,7  24
5/16/2018,15  35
5/16/2018,6  7
5/16/2018,16  17
5/16/2018,22  33
5/16/2018,15  31
5/15/2018,36  6
5/15/2018,13  36
5/15/2018,25  7
5/15/2018,9  4
5/15/2018,5  29
5/14/2018,30  11
5/14/2018,31  5
5/14/2018,10  9
5/14/2018,25  22
5/14/2018,29  26
5/13/2018,26  15
5/13/2018,6  30
5/13/2018,4  31
5/13/2018,33  4
5/13/2018,24  7
5/12/2018,24  3
5/12/2018,22  16
5/12/2018,14  4
5/12/2018,31  18
5/12/2018,2  36
5/11/2018,13  25
5/11/2018,29  3
5/11/2018,33  22
5/11/2018,28  15
5/11/2018,29  18
5/10/2018,11  31
5/10/2018,29  6
5/10/2018,35  21
5/10/2018,30  27
5/10/2018,34  9
5/9/2018,22  24
5/9/2018,35  29
5/9/2018,31  17
5/9/2018,19  3
5/9/2018,11  29
5/8/2018,32  33
5/8/2018,12  22
5/8/2018,7  34
5/8/2018,9  18
5/8/2018,5  3
5/7/2018,8  19
5/7/2018,12  7
5/7/2018,36  28
5/7/2018,36  12
5/7/2018,27  10
5/6/2018,17  33
5/6/2018,14  16
5/6/2018,6  26
5/6/2018,11  7
5/6/2018,23  16
5/5/2018,23  18
5/5/2018,9  32
5/5/2018,17  21
5/5/2018,3  33
5/5/2018,10  19
5/4/2018,28  27
5/4/2018,4  18
5/4/2018,26  9
5/4/2018,25  19
5/4/2018,7  33
5/3/2018,13  18
5/3/2018,6  15
5/3/2018,15  6
5/3/2018,28  17
5/3/2018,22  33
5/2/2018,34  11
5/2/2018,29  29
5/2/2018,26  28
5/2/2018,8  28
5/2/2018,2  33
5/1/2018,8  19
5/1/2018,1  11
5/1/2018,32  29
5/1/2018,29  20
5/1/2018,22  19
4/30/2018,35  34
4/30/2018,21  3
4/30/2018,11  4
4/30/2018,21  9
4/30/2018,4  35
4/29/2018,21  1
4/29/2018,16  14
4/29/2018,13  25
4/29/2018,33  26
4/29/2018,24  9
4/28/2018,28  7
4/28/2018,31  26
4/28/2018,13  16
4/28/2018,15  13
4/28/2018,14  6
4/27/2018,19  13
4/27/2018,23  16
4/27/2018,02  31
4/27/2018,06  32
4/27/2018,07  30
4/26/2018,17  21
4/26/2018,4  8
4/26/2018,26  14
4/26/2018,31  11
4/26/2018,10  4
4/25/2018,8  28
4/25/2018,31  2
4/25/2018,18  32
4/25/2018,13  10
4/25/2018,5  35
4/24/2018,35  25
4/24/2018,30  24
4/24/2018,13  20
4/24/2018,35  35
4/24/2018,15  14
4/23/2018,10  22
4/23/2018,18  28
4/23/2018,36  33
4/23/2018,11  31
4/23/2018,32  25
4/22/2018,1  31
4/22/2018,17  28
4/22/2018,5  30
4/22/2018,14  30
4/22/2018,31  21
4/21/2018,17  34
4/21/2018,31  17
4/21/2018,23  2
4/21/2018,8  24
4/21/2018,16  2
4/20/2018,14  16
4/20/2018,24  19
4/20/2018,12  1
4/20/2018,16  36
4/20/2018,2  5
4/19/2018,22  36
4/19/2018,7  25
4/19/2018,18  32
4/19/2018,5  31
4/19/2018,12  2
4/18/2018,30  10
4/18/2018,2  33
4/18/2018,33  20
4/18/2018,10  28
4/18/2018,15  28
4/17/2018,2  26
4/17/2018,2  13
4/17/2018,35  31
4/17/2018,22  17
4/17/2018,24  10
4/16/2018,19  4
4/16/2018,32  12
4/16/2018,5  32
4/16/2018,17  4
4/16/2018,1  34
4/15/2018,5  19
4/15/2018,6  12
4/15/2018,12  7
4/15/2018,12  32
4/15/2018,35  28
4/14/2018,7  33
4/14/2018,10  31
4/14/2018,5  1
4/14/2018,18  18
4/14/2018,36  11
4/13/2018,18  28
4/13/2018,28  16
4/13/2018,12  30
4/13/2018,5  36
4/13/2018,3  25
4/12/2018,13  26
4/12/2018,18  34
4/12/2018,25  29
4/12/2018,33  26
4/12/2018,24  8
4/11/2018,34  9
4/11/2018,22  35
4/11/2018,7  21
4/11/2018,20  6
4/11/2018,19  34
4/10/2018,31  30
4/10/2018,25  8
4/10/2018,29  24
4/10/2018,32  32
4/10/2018,28  13
4/9/2018,29  30
4/9/2018,31  13
4/9/2018,33  36
4/9/2018,16  33
4/9/2018,35  35
4/8/2018,27  14
4/8/2018,31  23
4/8/2018,34  25
4/8/2018,32  30
4/8/2018,7  31
4/7/2018,33  21
4/7/2018,8  17
4/7/2018,36  3
4/7/2018,34  20
4/7/2018,22  33
4/6/2018,12  24
4/6/2018,21  36
4/6/2018,2  21
4/6/2018,6  25
4/6/2018,17  12
4/5/2018,34  33
4/5/2018,9  22
4/5/2018,11  23
4/5/2018,36  31
4/5/2018,5  14
4/4/2018,2  18
4/4/2018,22  32
4/4/2018,32  27
4/4/2018,35  1
4/4/2018,35  33
4/3/2018,16  24
4/3/2018,19  6
4/3/2018,23  12
4/3/2018,20  29
4/3/2018,9  15
4/2/2018,1  16
4/2/2018,28  3
4/2/2018,8  7
4/2/2018,20  31
4/2/2018,1  8
4/1/2018,20  11
4/1/2018,11  8
4/1/2018,33  36
4/1/2018,4  1
4/1/2018,8  13
3/31/2018,36  5
3/31/2018,26  24
3/31/2018,15  14
3/31/2018,17  5
3/31/2018,1  24
3/29/2018,13  31
3/29/2018,36  30
3/29/2018,6  4
3/29/2018,5  28
3/29/2018,36  5
3/28/2018,2  29
3/28/2018,6  1
3/28/2018,1  27
3/28/2018,28  24
3/28/2018,2  25
3/27/2018,8  36
3/27/2018,29  20
3/27/2018,7  35
3/27/2018,20  34
3/27/2018,10  35
3/26/2018,28  3
3/26/2018,28  10
3/26/2018,8  5
3/26/2018,34  18
3/26/2018,21  34
3/25/2018,11  31
3/25/2018,32  8
3/25/2018,21  16
3/25/2018,22  21
3/25/2018,22  7
3/24/2018,24  14
3/24/2018,5  15
3/24/2018,2  21
3/24/2018,9  27
3/24/2018,18  4
3/23/2018,10  21
3/23/2018,19  31
3/23/2018,13  10
3/23/2018,13  20
3/23/2018,13  3
3/22/2018,8  20
3/22/2018,31  18
3/22/2018,20  9
3/22/2018,3  13
3/22/2018,11  26
3/21/2018,11  32
3/21/2018,5  13
3/21/2018,1  18
3/21/2018,33  2
3/21/2018,23  14
3/20/2018,8  23
3/20/2018,32  23
3/20/2018,9  10
3/20/2018,9  4
3/20/2018,31  1
3/19/2018,27  10
3/19/2018,1  11
3/19/2018,15  27
3/19/2018,31  30
3/19/2018,3  9
3/18/2018,13  13
3/18/2018,8  6
3/18/2018,36  31
3/18/2018,11  23
3/18/2018,23  30
3/17/2018,28  15
3/17/2018,20  17
3/17/2018,32  29
3/17/2018,35  14
3/17/2018,1  18
3/16/2018,21  24
3/16/2018,14  32
3/16/2018,3  18
3/16/2018,11  29
3/16/2018,21  4
3/15/2018,17  2
3/15/2018,22  28
3/15/2018,2  5
3/15/2018,35  2
3/15/2018,25  19
3/14/2018,9  14
3/14/2018,32  28
3/14/2018,5  3
3/14/2018,27  10
3/14/2018,27  6
3/13/2018,3  23
3/13/2018,29  36
3/13/2018,28  19
3/13/2018,18  5
3/13/2018,19  7
3/12/2018,9  32
3/12/2018,6  9
3/12/2018,10  21
3/12/2018,32  34
3/12/2018,35  30
3/11/2018,8  31
3/11/2018,16  1
3/11/2018,35  21
3/11/2018,3  24
3/11/2018,6  22
3/10/2018,11  34
3/10/2018,11  35
3/10/2018,26  35
3/10/2018,13  21
3/10/2018,18  13
3/9/2018,22  26
3/9/2018,21  30
3/9/2018,35  5
3/9/2018,5  33
3/9/2018,33  3
3/8/2018,24  34
3/8/2018,1  31
3/8/2018,5  16
3/8/2018,20  31
3/8/2018,34  2
3/7/2018,8  30
3/7/2018,10  11
3/7/2018,33  32
3/7/2018,29  6
3/7/2018,28  33
3/6/2018,4  25
3/6/2018,16  36
3/6/2018,13  10
3/6/2018,30  29
3/6/2018,1  23
3/5/2018,30  13
3/5/2018,10  1
3/5/2018,11  31
3/5/2018,31  14
3/5/2018,29  22
3/4/2018,20  26
3/4/2018,36  8
3/4/2018,36  30
3/4/2018,34  7
3/4/2018,4  28
3/3/2018,31  21
3/3/2018,10  36
3/3/2018,31  15
3/3/2018,13  9
3/3/2018,11  6
3/2/2018,35  26
3/2/2018,29  1
3/2/2018,16  23
3/2/2018,4  26
3/2/2018,4  1
3/1/2018,32  26
3/1/2018,23  16
3/1/2018,29  11
3/1/2018,21  3
3/1/2018,21  32
2/28/2018,31  33
2/28/2018,11  20
2/28/2018,15  10
2/28/2018,14  7
2/28/2018,28  14
2/27/2018,36  20
2/27/2018,35  6
2/27/2018,13  21
2/27/2018,33  32
2/27/2018,10  20
2/26/2018,26  32
2/26/2018,3  13
2/26/2018,21  17
2/26/2018,14  28
2/26/2018,18  12
2/25/2018,9  34
2/25/2018,21  25
2/25/2018,21  15
2/25/2018,26  33
2/25/2018,11  13
2/24/2018,13  7
2/24/2018,7  16
2/24/2018,35  26
2/24/2018,3  28
2/24/2018,21  21
2/23/2018,16  17
2/23/2018,11  25
2/23/2018,33  20
2/23/2018,8  13
2/23/2018,19  11
2/22/2018,8  20
2/22/2018,15  14
2/22/2018,13  28
2/22/2018,11  9
2/22/2018,1  24
2/21/2018,5  9
2/21/2018,13  1
2/21/2018,35  4
2/21/2018,21  22
2/21/2018,22  7
2/20/2018,15  26
2/20/2018,23  2
2/20/2018,9  31
2/20/2018,18  8
2/20/2018,13  26
2/19/2018,13  7
2/19/2018,33  10
2/19/2018,3  3
2/19/2018,10  33
2/19/2018,21  33
2/18/2018,14  10
2/18/2018,27  24
2/18/2018,33  26
2/18/2018,15  12
2/18/2018,34  13
2/17/2018,34  36
2/17/2018,28  36
2/17/2018,25  10
2/17/2018,22  8
2/17/2018,31  21
2/16/2018,23  6
2/16/2018,11  5
2/16/2018,11  7
2/16/2018,3  24
2/16/2018,6  22
2/15/2018,27  11
2/15/2018,12  22
2/15/2018,16  34
2/15/2018,3  34
2/15/2018,34  9
2/14/2018,17  20
2/14/2018,11  3
2/14/2018,5  14
2/14/2018,29  17
2/14/2018,26  29
2/13/2018,22  4
2/13/2018,11  1
2/13/2018,16  34
2/13/2018,14  21
2/13/2018,4  35
2/12/2018,24  14
2/12/2018,11  29
2/12/2018,25  20
2/12/2018,20  18
2/12/2018,6  32
2/11/2018,34  13
2/11/2018,33  27
2/11/2018,27  4
2/11/2018,14  4
2/11/2018,21  29
2/10/2018,5  30
2/10/2018,14  20
2/10/2018,19  24
2/10/2018,3  31
2/10/2018,9  23
2/9/2018,3  35
2/9/2018,12  34
2/9/2018,17  2
2/9/2018,32  30
2/9/2018,36  23
2/8/2018,26  33
2/8/2018,36  12
2/8/2018,32  5
2/8/2018,3  25
2/8/2018,26  10
2/7/2018,25  27
2/7/2018,22  11
2/7/2018,25  32
2/7/2018,20  35
2/7/2018,20  18
2/6/2018,29  33
2/6/2018,10  27
2/6/2018,31  13
2/6/2018,28  11
2/6/2018,19  29
2/5/2018,33  6
2/5/2018,25  17
2/5/2018,19  6
2/5/2018,36  14
2/5/2018,13  21
2/4/2018,29  6
2/4/2018,6  6
2/4/2018,25  25
2/4/2018,30  8
2/4/2018,15  21
2/3/2018,31  29
2/3/2018,17  19
2/3/2018,21  26
2/3/2018,14  22
2/3/2018,24  4
2/2/2018,28  3
2/2/2018,25  26
2/2/2018,24  8
2/2/2018,5  7
2/2/2018,11  6
2/1/2018,12  27
2/1/2018,33  14
2/1/2018,21  12
2/1/2018,6  28
2/1/2018,14  19
1/31/2018,7  27
1/31/2018,11  5
1/31/2018,32  17
1/31/2018,4  2
1/31/2018,29  20
1/30/2018,2  27
1/30/2018,21  10
1/30/2018,24  21
1/30/2018,10  6
1/30/2018,10  3
1/29/2018,3  17
1/29/2018,36  11
1/29/2018,32  22
1/29/2018,35  32
1/29/2018,4  11
1/28/2018,20  16
1/28/2018,19  3
1/28/2018,2  18
1/28/2018,36  7
1/28/2018,25  18
1/27/2018,1  35
1/27/2018,1  6
1/27/2018,26  31
1/27/2018,31  19
1/27/2018,29  4
1/26/2018,19  21
1/26/2018,13  28
1/26/2018,19  12
1/26/2018,33  25
1/26/2018,13  17
1/25/2018,19  31
1/25/2018,32  20
1/25/2018,13  24
1/25/2018,17  31
1/25/2018,9  3
1/24/2018,1  2
1/24/2018,26  23
1/24/2018,31  28
1/24/2018,16  29
1/24/2018,23  2
1/23/2018,9  21
1/23/2018,11  11
1/23/2018,6  30
1/23/2018,28  4
1/23/2018,33  19
1/22/2018,33  9
1/22/2018,18  15
1/22/2018,31  14
1/22/2018,14  34
1/22/2018,23  27
1/21/2018,10  25
1/21/2018,12  29
1/21/2018,26  25
1/21/2018,28  5
1/21/2018,32  9
1/20/2018,19  7
1/20/2018,23  6
1/20/2018,19  13
1/20/2018,6  24
1/20/2018,32  26
1/19/2018,16  7
1/19/2018,33  21
1/19/2018,21  22
1/19/2018,32  18
1/19/2018,32  27
1/18/2018,22  11
1/18/2018,25  34
1/18/2018,4  17
1/18/2018,29  36
1/18/2018,35  22
1/17/2018,17  31
1/17/2018,29  6
1/17/2018,20  21
1/17/2018,9  1
1/17/2018,31  22
1/16/2018,29  22
1/16/2018,15  33
1/16/2018,17  12
1/16/2018,15  2
1/16/2018,7  31
1/15/2018,16  27
1/15/2018,19  16
1/15/2018,31  11
1/15/2018,35  22
1/15/2018,8  36
1/14/2018,34  4
1/14/2018,18  5
1/14/2018,4  16
1/14/2018,2  33
1/14/2018,18  22
1/13/2018,34  24
1/13/2018,12  21
1/13/2018,2  33
1/13/2018,29  4
1/13/2018,30  1
1/12/2018,11  7
1/12/2018,34  3
1/12/2018,3  21
1/12/2018,26  5
1/12/2018,36  33
1/11/2018,14  18
1/11/2018,17  16
1/11/2018,28  26
1/11/2018,34  6
1/11/2018,27  16
1/10/2018,25  17
1/10/2018,9  28
1/10/2018,19  28
1/10/2018,32  34
1/10/2018,7  26
1/9/2018,2  34
1/9/2018,36  6
1/9/2018,14  9
1/9/2018,35  3
1/9/2018,9  34
1/8/2018,14  36
1/8/2018,30  3
1/8/2018,14  16
1/8/2018,11  34
1/8/2018,2  24
1/7/2018,13  15
1/7/2018,33  31
1/7/2018,28  4
1/7/2018,26  36
1/7/2018,20  8
1/6/2018,10  17
1/6/2018,33  19
1/6/2018,21  13
1/6/2018,15  16
1/6/2018,36  19
1/5/2018,5  11
1/5/2018,15  28
1/5/2018,7  21
1/5/2018,4  30
1/5/2018,23  14
1/4/2018,8  16
1/4/2018,2  21
1/4/2018,8  13
1/4/2018,33  4
1/4/2018,24  32
1/3/2018,22  30
1/3/2018,26  11
1/3/2018,32  2
1/3/2018,25  31
1/3/2018,31  4
1/2/2018,8  28
1/2/2018,29  2
1/2/2018,18  4
1/2/2018,27  5
1/2/2018,4  14
1/1/2018,10  5
1/1/2018,24  2
1/1/2018,22  28
1/1/2018,15  26
1/1/2018,7  3
12/31/2017,8  26
12/31/2017,18  20
12/31/2017,9  9
12/31/2017,32  3
12/31/2017,4  32
12/30/2017,9  27
12/30/2017,10  36
12/30/2017,20  6
12/30/2017,22  28
12/30/2017,25  33
12/29/2017,5  22
12/29/2017,16  30
12/29/2017,4  5
12/29/2017,30  9
12/29/2017,16  15
12/28/2017,4  16
12/28/2017,29  16
12/28/2017,22  4
12/28/2017,25  29
12/28/2017,13  17
12/27/2017,8  18
12/27/2017,31  5
12/27/2017,13  2
12/27/2017,19  31
12/27/2017,9  13
12/26/2017,05  09
12/26/2017,32  25
12/26/2017,02  25
12/26/2017,33  24
12/26/2017,24  12
12/24/2017,20  26
12/24/2017,27  26
12/24/2017,27  6
12/24/2017,34  7
12/24/2017,28  27
12/23/2017,04  23
12/23/2017,10  20
12/23/2017,12  13
12/23/2017,02  14
12/23/2017,28  17
12/22/2017,07  33
12/22/2017,15  28
12/22/2017,22  27
12/22/2017,08  20
12/22/2017,11  07
12/21/2017,29  35
12/21/2017,30  27
12/21/2017,08  06
12/21/2017,07  26
12/21/2017,34  11
12/20/2017,20  10
12/20/2017,06  25
12/20/2017,04  36
12/20/2017,18  30
12/20/2017,30  32
12/19/2017,13  26
12/19/2017,06  13
12/19/2017,05  33
12/19/2017,08  26
12/19/2017,31  22
12/18/2017,5  27
12/18/2017,29  06
12/18/2017,29  21
12/18/2017,34  30
12/18/2017,35  10
12/17/2017,16  2
12/17/2017,01  32
12/17/2017,29  30
12/17/2017,25  06
12/17/2017,22  33
12/16/2017,20  27
12/16/2017,03  13
12/16/2017,05  27
12/16/2017,22  16
12/16/2017,18  33
12/15/2017,19  35
12/15/2017,13  26
12/15/2017,36  15
12/15/2017,21  10
12/15/2017,22  23
12/14/2017,3  32
12/14/2017,13  17
12/14/2017,35  28
12/14/2017,17  32
12/14/2017,35  11
12/13/2017,15  15
12/13/2017,35  30
12/13/2017,19  10
12/13/2017,19  25
12/13/2017,35  33
12/12/2017,22  09
12/12/2017,16  4
12/12/2017,04  32
12/12/2017,19  11
12/12/2017,14  02
12/11/2017,21  12
12/11/2017,22  8
12/11/2017,25  03
12/11/2017,06  30
12/11/2017,34  15
12/10/2017,17  10
12/10/2017,13  24
12/10/2017,12  05
12/10/2017,15  17
12/10/2017,15  07
12/9/2017,20  01
12/9/2017,05  26
12/9/2017,06  09
12/9/2017,07  20
12/9/2017,09  28
12/8/2017,03  36
12/8/2017,21  01
12/8/2017,14  19
12/8/2017,10  27
12/8/2017,26  25
12/7/2017,12  5
12/7/2017,23  14
12/7/2017,09  09
12/7/2017,01  09
12/7/2017,24  18
12/6/2017,8  17
12/6/2017,26  10
12/6/2017,23  17
12/6/2017,27  25
12/6/2017,22  12
12/5/2017,08  09
12/5/2017,34  13
12/5/2017,33  12
12/5/2017,34  30
12/5/2017,16  09
12/4/2017,02  31
12/4/2017,13  26
12/4/2017,08  36
12/4/2017,35  24
12/4/2017,15  09
12/3/2017,02  03
12/3/2017,01  30
12/3/2017,20  22
12/3/2017,13  06
12/3/2017,15  13
12/2/2017,28  08
12/2/2017,14  32
12/2/2017,23  8
12/2/2017,28  22
12/2/2017,1  22
12/1/2017,15  29
12/1/2017,17  3
12/1/2017,02  08
12/1/2017,29  35
12/1/2017,07  02
11/30/2017,13  9
11/30/2017,5  31
11/30/2017,27  32
11/30/2017,02  33
11/30/2017,04  36
11/29/2017,19  11
11/29/2017,34  13
11/29/2017,11  15
11/29/2017,13  32
11/29/2017,24  26
11/28/2017,29  1
11/28/2017,36  9
11/28/2017,31  19
11/28/2017,04  22
11/28/2017,32  08
11/27/2017,1  21
11/27/2017,11  25
11/27/2017,15  36
11/27/2017,36  03
11/27/2017,28  19
11/26/2017,14  6
11/26/2017,15  28
11/26/2017,13  01
11/26/2017,23  05
11/26/2017,12  31
11/25/2017,21  19
11/25/2017,25  30
11/25/2017,23  36
11/25/2017,33  10
11/25/2017,26  20
11/24/2017,6  20
11/24/2017,28  36
11/24/2017,23  26
11/24/2017,29  29
11/24/2017,04  17
11/23/2017,09  20
11/23/2017,33  1
11/23/2017,27  24
11/23/2017,05  06
11/23/2017,18  26
11/22/2017,31  32
11/22/2017,14  11
11/22/2017,19  30
11/22/2017,25  11
11/22/2017,34  01
11/21/2017,36  10
11/21/2017,32  5
11/21/2017,31  31
11/21/2017,17  17
11/21/2017,18  08
11/20/2017,1  21
11/20/2017,13  35
11/20/2017,24  11
11/20/2017,01  25
11/20/2017,18  19
11/19/2017,4  23
11/19/2017,26  30
11/19/2017,11  25
11/19/2017,19  05
11/19/2017,03  09
11/18/2017,04  35
11/18/2017,18  06
11/18/2017,25  16
11/18/2017,27  32
11/18/2017,27  9
11/17/2017,07  03
11/17/2017,22  10
11/17/2017,01  18
11/17/2017,26  20
11/17/2017,18  08
11/16/2017,16  08
11/16/2017,10  20
11/16/2017,10  18
11/16/2017,08  05
11/16/2017,17  19
11/15/2017,03  10
11/15/2017,16  06
11/15/2017,31  10
11/15/2017,12  14
11/15/2017,31  32
11/14/2017,26  03
11/14/2017,27  09
11/14/2017,25  21
11/14/2017,15  08
11/14/2017,02  20
11/13/2017,04  28
11/13/2017,21  27
11/13/2017,36  31
11/13/2017,11  10
11/13/2017,27  26
11/12/2017,30  18
11/12/2017,11  7
11/12/2017,8  5
11/12/2017,28  17
11/12/2017,18  13
11/11/2017,08  19
11/11/2017,9  11
11/11/2017,31  05
11/11/2017,23  31
11/11/2017,22  06
11/10/2017,30  18
11/10/2017,31  09
11/10/2017,03  24
11/10/2017,34  20
11/10/2017,36  34
11/9/2017,09  20
11/9/2017,34  02
11/9/2017,07  03
11/9/2017,04  32
11/9/2017,08  11
11/8/2017,21  33
11/8/2017,10  09
11/8/2017,20  31
11/8/2017,07  16
11/8/2017,04  27
11/7/2017,11  20
11/7/2017,22  9
11/7/2017,11  26
11/7/2017,01  26
11/7/2017,14  16
11/6/2017,33  10
11/6/2017,32  36
11/6/2017,06  33
11/6/2017,23  30
11/6/2017,08  26
11/5/2017,31  17
11/5/2017,7  1
11/5/2017,29  6
11/5/2017,13  28
11/5/2017,7  25
11/4/2017,16  32
11/4/2017,33  31
11/4/2017,02  17
11/4/2017,20  29
11/4/2017,13  27
11/3/2017,32  09
11/3/2017,28  01
11/3/2017,36  24
11/3/2017,35  08
11/3/2017,23  22
11/2/2017,30  30
11/2/2017,1  21
11/2/2017,31  11
11/2/2017,04  07
11/2/2017,29  35
11/1/2017,22  26
11/1/2017,13  30
11/1/2017,20  20
11/1/2017,10  30
11/1/2017,32  28
10/31/2017,20  05
10/31/2017,30  7
10/31/2017,27  18
10/31/2017,23  36
10/31/2017,08  35
10/30/2017,17  02
10/30/2017,31  35
10/30/2017,35  29
10/30/2017,06  22
10/30/2017,30  20
10/29/2017,8  35
10/29/2017,6  23
10/29/2017,17  31
10/29/2017,13  6
10/29/2017,18  35
10/28/2017,24  20
10/28/2017,35  26
10/28/2017,22  36
10/28/2017,24  1
10/28/2017,25  29
10/27/2017,34  14
10/27/2017,05  24
10/27/2017,10  10
10/27/2017,18  20
10/27/2017,03  28
10/26/2017,20  11
10/26/2017,34  32
10/26/2017,15  16
10/26/2017,36  25
10/26/2017,22  25
10/25/2017,09  09
10/25/2017,17  25
10/25/2017,34  34
10/25/2017,08  16
10/25/2017,01  27
10/24/2017,22  32
10/24/2017,19  26
10/24/2017,05  14
10/24/2017,08  07
10/24/2017,19  17
10/23/2017,15  28
10/23/2017,5  29
10/23/2017,33  06
10/23/2017,02  12
10/23/2017,10  21
10/22/2017,14  14
10/22/2017,04  02
10/22/2017,4  29
10/22/2017,12  12
10/22/2017,14  14
10/21/2017,33  32
10/21/2017,19  31
10/21/2017,11  10
10/21/2017,23  18
10/21/2017,02  20
10/20/2017,11  21
10/20/2017,11  06
10/20/2017,29  32
10/20/2017,28  18
10/20/2017,16  06
10/19/2017,19  29
10/19/2017,5  31
10/19/2017,23  34
10/19/2017,05  33
10/19/2017,02  20
10/18/2017,16  35
10/18/2017,27  04
10/18/2017,20  26
10/18/2017,08  12
10/18/2017,29  07
10/17/2017,32  15
10/17/2017,03  09
10/17/2017,04  15
10/17/2017,03  22
10/17/2017,01  03
10/16/2017,11  14
10/16/2017,28  33
10/16/2017,24  32
10/16/2017,01  36
10/16/2017,2  29
10/15/2017,36  11
10/15/2017,05  02
10/15/2017,03  12
10/15/2017,19  26
10/15/2017,28  19
10/14/2017,34  26
10/14/2017,14  24
10/14/2017,9  26
10/14/2017,3  12
10/14/2017,7  17
10/13/2017,34  36
10/13/2017,3  24
10/13/2017,24  30
10/13/2017,05  20
10/13/2017,29  26
10/12/2017,5  16
10/12/2017,25  28
10/12/2017,35  32
10/12/2017,15  31
10/12/2017,27  23
10/11/2017,12  26
10/11/2017,29  36
10/11/2017,10  3
10/11/2017,17  26
10/11/2017,24  12
10/10/2017,33  5
10/10/2017,05  02
10/10/2017,28  26
10/10/2017,07  34
10/10/2017,07  35
10/9/2017,35  36
10/9/2017,9  9
10/9/2017,12  21
10/9/2017,30  27
10/9/2017,16  08
10/8/2017,24  21
10/8/2017,01  18
10/8/2017,13  17
10/8/2017,10  29
10/8/2017,18  06
10/7/2017,21  23
10/7/2017,36  33
10/7/2017,36  31
10/7/2017,30  22
10/7/2017,05  14
10/6/2017,30  30
10/6/2017,11  04
10/6/2017,12  21
10/6/2017,12  20
10/6/2017,32  05
10/5/2017,15  10
10/5/2017,24  17
10/5/2017,09  05
10/5/2017,13  33
10/5/2017,15  19
10/4/2017,24  13
10/4/2017,04  10
10/4/2017,20  30
10/4/2017,15  29
10/4/2017,02  17
10/3/2017,20  20
10/3/2017,04  12
10/3/2017,33  17
10/3/2017,08  07
10/3/2017,28  23
10/2/2017,19  30
10/2/2017,02  28
10/2/2017,20  30
10/2/2017,13  22
10/2/2017,18  11
10/1/2017,25  17
10/1/2017,10  18
10/1/2017,25  33
10/1/2017,36  33
10/1/2017,21  24
9/30/2017,33  10
9/30/2017,19  06
9/30/2017,35  07
9/30/2017,22  08
9/30/2017,6  35
9/29/2017,20  15
9/29/2017,10  07
9/29/2017,25  25
9/29/2017,30  15
9/29/2017,16  26
9/28/2017,27  03
9/28/2017,15  33
9/28/2017,29  04
9/28/2017,19  04
9/28/2017,21  06
9/27/2017,29  9
9/27/2017,15  04
9/27/2017,29  28
9/27/2017,21  26
9/27/2017,22  10
9/26/2017,21  24
9/26/2017,33  06
9/26/2017,12  18
9/26/2017,01  16
9/26/2017,24  16
9/25/2017,18  23
9/25/2017,17  31
9/25/2017,29  34
9/25/2017,02  21
9/25/2017,32  32
9/24/2017,10  18
9/24/2017,35  8
9/24/2017,35  36
9/24/2017,11  13
9/24/2017,09  07
9/23/2017,28  07
9/23/2017,16  19
9/23/2017,04  23
9/23/2017,07  01
9/23/2017,03  33
9/22/2017,14  12
9/22/2017,24  30
9/22/2017,31  36
9/22/2017,32  23
9/22/2017,31  27
9/21/2017,21  25
9/21/2017,03  31
9/21/2017,11  25
9/21/2017,03  29
9/21/2017,30  19
9/20/2017,29  18
9/20/2017,31  22
9/20/2017,09  15
9/20/2017,16  10
9/20/2017,04  16
9/19/2017,4  15
9/19/2017,05  34
9/19/2017,12  02
9/19/2017,11  23
9/19/2017,02  27
9/18/2017,28  18
9/18/2017,32  20
9/18/2017,33  08
9/18/2017,21  03
9/18/2017,12  05
9/17/2017,31  22
9/17/2017,05  34
9/17/2017,15  25
9/17/2017,36  26
9/17/2017,26  14
9/16/2017,31  20
9/16/2017,28  25
9/16/2017,11  23
9/16/2017,27  20
9/16/2017,20  16
9/15/2017,30  12
9/15/2017,10  13
9/15/2017,07  21
9/15/2017,33  30
9/15/2017,01  18
9/14/2017,27  19
9/14/2017,15  21
9/14/2017,14  20
9/14/2017,18  13
9/14/2017,30  06
9/13/2017,12  12
9/13/2017,19  02
